"ID,""Descricao"",""ID_OCUPA_N"""
"451,""INSTALADOR DE MATERIAL ISOLANTE, A MAO (EDIFICACOE"",""715725"""
"452,""INSTALADOR DE MATERIAL ISOLANTE, A MAQUINA (EDIFIC"",""715730"""
"453,""ACABADOR DE SUPERFICIES DE CONCRETO"",""716105"""
"454,""REVESTIDOR DE SUPERFICIES DE CONCRETO"",""716110"""
"455,""TELHADOR (TELHAS DE ARGILA E MATERIAS SIMILARES)"",""716205"""
"456,""TELHADOR (TELHAS DE CIMENTO-AMIANTO)"",""716210"""
"457,""TELHADOR (TELHAS METALICAS)"",""716215"""
"458,""TELHADOR (TELHAS PLATICAS)"",""716220"""
"459,""VIDRACEIRO"",""716305"""
"460,""VIDRACEIRO (EDIFICACOES)"",""716310"""
"461,""VIDRACEIRO (VITRAIS)"",""716315"""
"462,""GESSEIRO"",""716405"""
"463,""ASSOALHADOR"",""716505"""
"464,""LADRILHEIRO"",""716510"""
"465,""PASTILHEIRO"",""716515"""
"466,""LUSTRADOR DE PISO"",""716520"""
"467,""MARMORISTA (CONSTRUCAO)"",""716525"""
"468,""MOSAISTA"",""716530"""
"469,""TAQUEIRO"",""716535"""
"470,""CALAFETADOR"",""716605"""
"471,""PINTOR DE OBRAS"",""716610"""
"472,""REVESTIDOR DE INTERIORES (PAPEL, MATERIAL PLASTICO"",""716615"""
"473,""DEMOLIDOR DE EDIFICACOES"",""717005"""
"474,""OPERADOR DE MARTELETE"",""717010"""
"475,""POCEIRO (EDIFICACOES)"",""717015"""
"476,""SERVENTE DE OBRAS"",""717020"""
"477,""VIBRADORISTA"",""717025"""
"478,""MESTRE (AFIADOR DE FERRAMENTAS)"",""720105"""
"479,""MESTRE DE CALDEIRARIA"",""720110"""
"480,""MESTRE DE FERRAMENTARIA"",""720115"""
"481,""MESTRE DE FORJARIA"",""720120"""
"482,""MESTRE DE FUNDICAO"",""720125"""
"483,""MESTRE DE GALVANOPLASTIA"",""720130"""
"484,""MESTRE DE PINTURA (TRATAMENTO DE SUPERFICIES)"",""720135"""
"485,""MESTRE DE SOLDAGEM"",""720140"""
"486,""MESTRE DE TREFILACAO DE METAIS"",""720145"""
"487,""MESTRE DE USINAGEM"",""720150"""
"488,""MESTRE SERRALHEIRO"",""720155"""
"489,""SUPERVISOR DE CONTROLE DE TRATAMENTO TERMICO"",""720160"""
"490,""MESTRE (CONSTRUCAO NAVAL)"",""720205"""
"491,""MESTRE (INDUSTRIA DE AUTOMOTORES E MATERIAL DE TRA"",""720210"""
"492,""MESTRE (INDUSTRIA DE MAQUINAS E OUTROS EQUIPAMENTO"",""720215"""
"493,""MESTRE DE CONSTRUCAO DE FORNOS"",""720220"""
"494,""FERRAMENTEIRO"",""721105"""
"495,""FERRAMENTEIRO DE MANDRIS, CALIBRADORES E OUTROS DI"",""721110"""
"496,""MODELADOR DE METAIS (FUNDICAO)"",""721115"""
"497,""OPERADOR DE MAQUINA DE ELETROEROSAO"",""721205"""
"498,""OPERADOR DE MAQUINAS OPERATRIZES"",""721210"""
"499,""OPERADOR DE MAQUINAS-FERRAMENTA CONVENCIONAIS"",""721215"""
"500,""OPERADOR DE USINAGEM CONVENCIONAL POR ABRASAO"",""721220"""
"501,""PREPARADOR DE MAQUINAS-FERRAMENTA"",""721225"""
"502,""AFIADOR DE CARDAS"",""721305"""
"503,""AFIADOR DE CUTELARIA"",""721310"""
"504,""AFIADOR DE FERRAMENTAS"",""721315"""
"505,""AFIADOR DE SERRAS"",""721320"""
"506,""POLIDOR DE METAIS"",""721325"""
"507,""OPERADOR DE CENTRO DE USINAGEM COM COMANDO NUMERIC"",""721405"""
"508,""OPERADOR DE FRESADORA COM COMANDO NUMERICO"",""721410"""
"509,""OPERADOR DE MANDRILADORA COM COMANDO NUMERICO"",""721415"""
"510,""OPERADOR DE MAQUINA ELETROEROSAO, A FIO, COM COMAN"",""721420"""
"511,""OPERADOR DE RETIFICADORA COM COMANDO NUMERICO"",""721425"""
"512,""OPERADOR DE TORNO COM COMANDO NUMERICO"",""721430"""
"513,""FORJADOR"",""722105"""
"514,""FORJADOR A MARTELO"",""722110"""
"515,""FORJADOR PRENSISTA"",""722115"""
"516,""FUNDIDOR DE METAIS"",""722205"""
"517,""LINGOTADOR"",""722210"""
"518,""OPERADOR DE ACABAMENTO DE PECAS FUNDIDAS"",""722215"""
"519,""OPERADOR DE MAQUINA CENTRIFUGADORA DE FUNDICAO"",""722220"""
"520,""OPERADOR DE MAQUINA DE FUNDIR SOB PRESSAO"",""722225"""
"521,""OPERADOR DE VAZAMENTO (LINGOTAMENTO)"",""722230"""
"522,""PREPARADOR DE PANELAS (LINGOTAMENTO)"",""722235"""
"523,""MACHEIRO, A MAO"",""722305"""
"524,""MACHEIRO, A MAQUINA"",""722310"""
"525,""MOLDADOR, A MAO"",""722315"""
"526,""MOLDADOR, A MAQUINA"",""722320"""
"527,""OPERADOR DE EQUIPAMENTOS DE PREPARACAO DE AREIA"",""722325"""
"528,""OPERADOR DE MAQUINA DE MOLDAR AUTOMATIZADA"",""722330"""
"529,""CABLEADOR"",""722405"""
"530,""ESTIRADOR DE TUBOS DE METAL SEM COSTURA"",""722410"""
"531,""TREFILADOR DE METAIS, A MAQUINA"",""722415"""
"532,""CEMENTADOR DE METAIS"",""723105"""
"533,""NORMALIZADOR DE METAIS E DE COMPOSITOS"",""723110"""
"534,""OPERADOR DE EQUIPAMENTO PARA RESFRIAMENTO"",""723115"""
"535,""OPERADOR DE FORNO DE TRATAMENTO TERMICO DE METAIS"",""723120"""
"536,""TEMPERADOR DE METAIS E DE COMPOSITOS"",""723125"""
"537,""DECAPADOR"",""723205"""
"538,""FOSFATIZADOR"",""723210"""
"539,""GALVANIZADOR"",""723215"""
"540,""METALIZADOR A PISTOLA"",""723220"""
"541,""METALIZADOR (BANHO QUENTE)"",""723225"""
"542,""OPERADOR DE MAQUINA RECOBRIDORA DE ARAME"",""723230"""
"543,""OPERADOR DE ZINCAGEM (PROCESSO ELETROLITICO)"",""723235"""
"544,""OXIDADOR"",""723240"""
"545,""OPERADOR DE EQUIPAMENTO DE SECAGEM DE PINTURA"",""723305"""
"546,""PINTOR A PINCEL E ROLO (EXCETO OBRAS E ESTRUTURAS"",""723310"""
"547,""PINTOR DE ESTRUTURAS METALICAS"",""723315"""
"548,""PINTOR DE VEICULOS (FABRICACAO)"",""723320"""
"549,""PINTOR POR IMERSAO"",""723325"""
"550,""PINTOR, A PISTOLA (EXCETO OBRAS E ESTRUTURAS METAL"",""723330"""
"551,""ASSENTADOR DE CANALIZACAO (EDIFICACOES)"",""724105"""
"552,""ENCANADOR"",""724110"""
"553,""INSTALADOR DE TUBULACOES"",""724115"""
"554,""INSTALADOR DE TUBULACOES (AERONAVES)"",""724120"""
"555,""INSTALADOR DE TUBULACOES (EMBARCACOES)"",""724125"""
"556,""INSTALADOR DE TUBULACOES DE GAS COMBUSTIVEL (PRODU"",""724130"""
"557,""INSTALADOR DE TUBULACOES DE VAPOR (PRODUCAO E DIST"",""724135"""
"558,""MONTADOR DE ESTRUTURAS METALICAS"",""724205"""
"559,""MONTADOR DE ESTRUTURAS METALICAS DE EMBARCACOES"",""724210"""
"560,""REBITADOR A MARTELO PNEUMATICO"",""724215"""
"561,""PREPARADOR DE ESTRUTURAS METALICAS"",""724220"""
"562,""RISCADOR DE ESTRUTURAS METALICAS"",""724225"""
"563,""REBITADOR, A MAO"",""724230"""
"564,""BRASADOR"",""724305"""
"565,""OXICORTADOR A MAO E A MAQUINA"",""724310"""
"566,""SOLDADOR"",""724315"""
"567,""SOLDADOR A OXIGAS"",""724320"""
"568,""SOLDADOR ELETRICO"",""724325"""
"569,""CALDEIREIRO (CHAPAS DE COBRE)"",""724405"""
"570,""CALDEIREIRO (CHAPAS DE FERRO E ACO)"",""724410"""
"571,""CHAPEADOR"",""724415"""
"572,""CHAPEADOR DE CARROCERIAS METALICAS (FABRICACAO)"",""724420"""
"573,""CHAPEADOR NAVAL"",""724425"""
"574,""CHAPEADOR DE AERONAVES"",""724430"""
"575,""FUNILEIRO INDUSTRIAL"",""724435"""
"576,""SERRALHEIRO"",""724440"""
"577,""OPERADOR DE MAQUINA DE CILINDRAR CHAPAS"",""724505"""
"578,""OPERADOR DE MAQUINA DE DOBRAR CHAPAS"",""724510"""
"579,""CARPINTEIRO DE FORMAS PARA CONCRETO"",""715535"""
"580,""PRENSISTA (OPERADOR DE PRENSA)"",""724515"""
"581,""TRANCADOR DE CABOS DE ACO"",""724610"""
"582,""AJUSTADOR FERRAMENTEIRO"",""725005"""
"583,""AJUSTADOR MECANICO"",""725010"""
"584,""AJUSTADOR MECANICO (USINAGEM EM BANCADA E EM MAQUI"",""725015"""
"585,""AJUSTADOR MECANICO EM BANCADA"",""725020"""
"586,""AJUSTADOR NAVAL (REPARO E CONSTRUCAO)"",""725025"""
"587,""MONTADOR DE MAQUINAS, MOTORES E ACESSORIOS (MONTAG"",""725105"""
"588,""MONTADOR DE MAQUINAS"",""725205"""
"589,""MONTADOR DE MAQUINAS GRAFICAS"",""725210"""
"590,""MONTADOR DE MAQUINAS OPERATRIZES PARA MADEIRA"",""725215"""
"591,""MONTADOR DE MAQUINAS TEXTEIS"",""725220"""
"592,""IDENTIFICADOR FLORESTAL"",""632115"""
"593,""OPERADOR DE MOTOSSERRA"",""632120"""
"594,""TRABALHADOR DE EXTRACAO FLORESTAL, EM GERAL"",""632125"""
"595,""SERINGUEIRO"",""632205"""
"596,""TRABALHADOR DA EXPLORACAO DE ESPECIES PRODUTORAS D"",""632210"""
"597,""TRABALHADOR DA EXPLORACAO DE RESINAS"",""632215"""
"598,""TRABALHADOR DA EXPLORACAO DE ANDIROBA"",""632305"""
"599,""TRABALHADOR DA EXPLORACAO DE BABACU"",""632310"""
"600,""TRABALHADOR DA EXPLORACAO DE BACABA"",""632315"""
"601,""TRABALHADOR DA EXPLORACAO DE BURITI"",""632320"""
"602,""TRABALHADOR DA EXPLORACAO DE CARNAUBA"",""632325"""
"603,""TRABALHADOR DA EXPLORACAO DE COCO-DA-PRAIA"",""632330"""
"604,""TRABALHADOR DA EXPLORACAO DE COPAIBA"",""632335"""
"605,""TRABALHADOR DA EXPLORACAO DE MALVA (PAINA)"",""632340"""
"606,""TRABALHADOR DA EXPLORACAO DE MURUMURU"",""632345"""
"607,""TRABALHADOR DA EXPLORACAO DE OITICICA"",""632350"""
"608,""TRABALHADOR DA EXPLORACAO DE OURICURI"",""632355"""
"609,""TRABALHADOR DA EXPLORACAO DE PEQUI"",""632360"""
"610,""TRABALHADOR DA EXPLORACAO DE PIACAVA"",""632365"""
"611,""TRABALHADOR DA EXPLORACAO DE TUCUM"",""632370"""
"612,""TRABALHADOR DA EXPLORACAO DE ACAI"",""632405"""
"613,""TRABALHADOR DA EXPLORACAO DE CASTANHA"",""632410"""
"614,""TRABALHADOR DA EXPLORACAO DE PINHAO"",""632415"""
"615,""TRABALHADOR DA EXPLORACAO DE PUPUNHA"",""632420"""
"616,""TRABALHADOR DA EXPLORACAO DE ARVORES E ARBUSTOS PR"",""632505"""
"617,""TRABALHADOR DA EXPLORACAO DE CIPOS PRODUTORES DE S"",""632510"""
"618,""TRABALHADOR DA EXPLORACAO DE MADEIRAS TANANTES"",""632515"""
"619,""TRABALHADOR DA EXPLORACAO DE RAIZES PRODUTORAS DE"",""632520"""
"620,""TRABALHADOR DA EXTRACAO DE SUBSTANCIAS AROMATICAS,"",""632525"""
"621,""CARVOEIRO"",""632605"""
"622,""CARBONIZADOR"",""632610"""
"623,""AJUDANTE DE CARVOARIA"",""632615"""
"624,""OPERADOR DE COLHEITADEIRA"",""641005"""
"625,""OPERADOR DE MAQUINAS DE BENEFICIAMENTO DE PRODUTOS"",""641010"""
"626,""TRATORISTA AGRICOLA"",""641015"""
"627,""OPERADOR DE COLHEDOR FLORESTAL"",""642005"""
"628,""OPERADOR DE MAQUINAS FLORESTAIS ESTATICAS"",""642010"""
"629,""OPERADOR DE TRATOR FLORESTAL"",""642015"""
"630,""TRABALHADOR NA OPERACAO DE SISTEMA DE IRRIGACAO LO"",""643005"""
"631,""TRABALHADOR NA OPERACAO DE SISTEMA DE IRRIGACAO PO"",""643010"""
"632,""TRABALHADOR NA OPERACAO DE SISTEMAS CONVENCIONAIS"",""643015"""
"633,""TRABALHADOR NA OPERACAO DE SISTEMAS DE IRRIGACAO E"",""643020"""
"634,""TRABALHADOR NA OPERACAO DE SISTEMAS DE IRRIGACAO P"",""643025"""
"635,""SUPERVISOR DE APOIO OPERACIONAL NA MINERACAO"",""710105"""
"636,""SUPERVISOR DE EXTRACAO DE SAL"",""710110"""
"637,""SUPERVISOR DE PERFURACAO E DESMONTE"",""710115"""
"638,""SUPERVISOR DE PRODUCAO NA MINERACAO"",""710120"""
"639,""SUPERVISOR DE TRANSPORTE NA MINERACAO"",""710125"""
"640,""MESTRE (CONSTRUCAO CIVIL)"",""710205"""
"641,""MESTRE DE LINHAS (FERROVIAS)"",""710210"""
"642,""INSPETOR DE TERRAPLENAGEM"",""710215"""
"643,""SUPERVISOR DE USINA DE CONCRETO"",""710220"""
"644,""FISCAL DE PATIO DE USINA DE CONCRETO"",""710225"""
"645,""AMOSTRADOR DE MINERIOS"",""711105"""
"646,""CANTEIRO"",""711110"""
"647,""DESTROCADOR DE PEDRA"",""711115"""
"648,""DETONADOR"",""711120"""
"649,""ESCORADOR DE MINAS"",""711125"""
"650,""MINEIRO"",""711130"""
"651,""OPERADOR DE CAMINHAO (MINAS E PEDREIRAS)"",""711205"""
"652,""OPERADOR DE CARREGADEIRA"",""711210"""
"653,""OPERADOR DE MAQUINA CORTADORA (MINAS E PEDREIRAS)"",""711215"""
"654,""OPERADOR DE MAQUINA DE EXTRACAO CONTINUA (MINAS DE"",""711220"""
"655,""OPERADOR DE MAQUINA PERFURADORA (MINAS E PEDREIRAS"",""711225"""
"656,""OPERADOR DE MAQUINA PERFURATRIZ"",""711230"""
"657,""OPERADOR DE MOTONIVELADORA (EXTRACAO DE MINERAIS S"",""711235"""
"658,""OPERADOR DE SCHUTTHECAR"",""711240"""
"659,""OPERADOR DE TRATOR (MINAS E PEDREIRAS)"",""711245"""
"660,""OPERADOR DE SONDA DE PERCUSSAO"",""711305"""
"661,""OPERADOR DE SONDA ROTATIVA"",""711310"""
"662,""SONDADOR (POCOS DE PETROLEO E GAS)"",""711315"""
"663,""SONDADOR DE POCOS (EXCETO DE PETROLEO E GAS)"",""711320"""
"664,""PLATAFORMISTA (PETROLEO)"",""711325"""
"665,""TORRISTA (PETROLEO)"",""711330"""
"666,""GARIMPEIRO"",""711405"""
"667,""OPERADOR DE SALINA (SAL MARINHO)"",""711410"""
"668,""MOLEIRO DE MINERIOS"",""712105"""
"669,""OPERADOR DE APARELHO DE FLOTACAO"",""712110"""
"670,""OPERADOR DE APARELHO DE PRECIPITACAO (MINAS DE OUR"",""712115"""
"671,""OPERADOR DE BRITADOR DE MANDIBULAS"",""712120"""
"672,""OPERADOR DE ESPESSADOR"",""712125"""
"673,""OPERADOR DE JIG (MINAS)"",""712130"""
"674,""OPERADOR DE PENEIRAS HIDRAULICAS"",""712135"""
"675,""CORTADOR DE PEDRAS"",""712205"""
"676,""GRAVADOR DE INSCRICOES EM PEDRA"",""712210"""
"677,""GRAVADOR DE RELEVOS EM PEDRA"",""712215"""
"678,""POLIDOR DE PEDRAS"",""712220"""
"679,""TORNEIRO (LAVRA DE PEDRA)"",""712225"""
"680,""TRACADOR DE PEDRAS"",""712230"""
"681,""OPERADOR DE BATE-ESTACAS"",""715105"""
"682,""OPERADOR DE COMPACTADORA DE SOLOS"",""715110"""
"683,""OPERADOR DE ESCAVADEIRA"",""715115"""
"684,""OPERADOR DE MAQUINA DE ABRIR VALAS"",""715120"""
"685,""OPERADOR DE MAQUINAS DE CONSTRUCAO CIVIL E MINERAC"",""715125"""
"686,""OPERADOR DE MOTONIVELADORA"",""715130"""
"687,""OPERADOR DE PA CARREGADEIRA"",""715135"""
"688,""OPERADOR DE PAVIMENTADORA (ASFALTO, CONCRETO E MAT"",""715140"""
"689,""OPERADOR DE TRATOR DE LAMINA"",""715145"""
"690,""CALCETEIRO"",""715205"""
"691,""PEDREIRO"",""715210"""
"692,""PEDREIRO (CHAMINES INDUSTRIAIS)"",""715215"""
"693,""PEDREIRO (MATERIAL REFRATARIO)"",""715220"""
"694,""PEDREIRO (MINERACAO)"",""715225"""
"695,""PEDREIRO DE EDIFICACOES"",""715230"""
"696,""ARMADOR DE ESTRUTURA DE CONCRETO"",""715305"""
"697,""MOLDADOR DE CORPOS DE PROVA EM USINAS DE CONCRETO"",""715310"""
"698,""ARMADOR DE ESTRUTURA DE CONCRETO ARMADO"",""715315"""
"699,""OPERADOR DE BETONEIRA"",""715405"""
"700,""OPERADOR DE BOMBA DE CONCRETO"",""715410"""
"701,""OPERADOR DE CENTRAL DE CONCRETO"",""715415"""
"702,""PESCADOR INDUSTRIAL"",""631205"""
"703,""CARPINTEIRO"",""715505"""
"704,""CARPINTEIRO (ESQUADRIAS)"",""715510"""
"705,""CARPINTEIRO (CENARIOS)"",""715515"""
"706,""CARPINTEIRO (MINERACAO)"",""715520"""
"707,""CARPINTEIRO DE OBRAS"",""715525"""
"708,""CARPINTEIRO (TELHADOS)"",""715530"""
"709,""CARPINTEIRO DE OBRAS CIVIS DE ARTE (PONTES, TUNEIS"",""715540"""
"710,""MONTADOR DE ANDAIMES (EDIFICACOES)"",""715545"""
"711,""ELETRICISTA DE INSTALACOES (CENARIOS)"",""715605"""
"712,""ELETRICISTA DE INSTALACOES (EDIFICIOS)"",""715610"""
"713,""ELETRICISTA DE INSTALACOES"",""715615"""
"714,""APLICADOR DE ASFALTO IMPERMEABILIZANTE (COBERTURAS"",""715705"""
"715,""INSTALADOR DE ISOLANTES ACUSTICOS"",""715710"""
"716,""INSTALADOR DE ISOLANTES TERMICOS (REFRIGERACAO E C"",""715715"""
"717,""INSTALADOR DE ISOLANTES TERMICOS DE CALDEIRA E TUB"",""715720"""
"718,""MONTADOR DE MAQUINAS-FERRAMENTAS (USINAGEM DE META"",""725225"""
"719,""MONTADOR DE EQUIPAMENTO DE LEVANTAMENTO"",""725305"""
"720,""MONTADOR DE MAQUINAS AGRICOLAS"",""725310"""
"721,""MONTADOR DE MAQUINAS DE MINAS E PEDREIRAS"",""725315"""
"722,""MONTADOR DE MAQUINAS DE TERRAPLENAGEM"",""725320"""
"723,""MECANICO MONTADOR DE MOTORES DE AERONAVES"",""725405"""
"724,""MECANICO MONTADOR DE MOTORES DE EMBARCACOES"",""725410"""
"725,""MECANICO MONTADOR DE MOTORES DE EXPLOSAO E DIESEL"",""725415"""
"726,""MECANICO MONTADOR DE TURBOALIMENTADORES"",""725420"""
"727,""MONTADOR DE VEICULOS (LINHA DE MONTAGEM)"",""725505"""
"728,""OPERADOR DE TIME DE MONTAGEM"",""725510"""
"729,""MONTADOR DE ESTRUTURAS DE AERONAVES"",""725605"""
"730,""MONTADOR DE SISTEMAS DE COMBUSTIVEL DE AERONAVES"",""725610"""
"731,""MECANICO DE REFRIGERACAO"",""725705"""
"732,""SUPERVISOR DE MONTAGEM E INSTALACAO ELETROELETRONI"",""730105"""
"733,""MONTADOR DE EQUIPAMENTOS ELETRONICOS (APARELHOS ME"",""731105"""
"734,""MONTADOR DE EQUIPAMENTOS ELETRONICOS (COMPUTADORES"",""731110"""
"735,""MONTADOR DE EQUIPAMENTOS ELETRICOS (INSTRUMENTOS D"",""731115"""
"736,""MONTADOR DE EQUIPAMENTOS ELETRICOS (APARELHOS ELET"",""731120"""
"737,""MONTADOR DE EQUIPAMENTOS ELETRICOS (CENTRAIS ELETR"",""731125"""
"738,""MONTADOR DE EQUIPAMENTOS ELETRICOS (MOTORES E DINA"",""731130"""
"739,""MONTADOR DE EQUIPAMENTOS ELETRICOS"",""731135"""
"740,""MONTADOR DE EQUIPAMENTOS ELETRONICOS (INSTALACOES"",""731140"""
"741,""MONTADOR DE EQUIPAMENTOS ELETRONICOS (MAQUINAS IND"",""731145"""
"742,""MONTADOR DE EQUIPAMENTOS ELETRONICOS"",""731150"""
"743,""MONTADOR DE EQUIPAMENTOS ELETRICOS (ELEVADORES E E"",""731155"""
"744,""MONTADOR DE EQUIPAMENTOS ELETRICOS (TRANSFORMADORE"",""731160"""
"745,""BOBINADOR ELETRICISTA, A MAO"",""731165"""
"746,""BOBINADOR ELETRICISTA, A MAQUINA"",""731170"""
"747,""OPERADOR DE LINHA DE MONTAGEM (APARELHOS ELETRICOS"",""731175"""
"748,""OPERADOR DE LINHA DE MONTAGEM (APARELHOS ELETRONIC"",""731180"""
"749,""MONTADOR DE EQUIPAMENTOS ELETRONICOS (ESTACAO DE R"",""731205"""
"750,""INSTALADOR-REPARADOR DE EQUIPAMENTOS DE COMUTACAO"",""731305"""
"751,""INSTALADOR-REPARADOR DE EQUIPAMENTOS DE ENERGIA EM"",""731310"""
"752,""INSTALADOR-REPARADOR DE EQUIPAMENTOS DE TRANSMISSA"",""731315"""
"753,""INSTALADOR-REPARADOR DE LINHAS E APARELHOS DE TELE"",""731320"""
"754,""INSTALADOR-REPARADOR DE REDES E CABOS TELEFONICOS"",""731325"""
"755,""REPARADOR DE APARELHOS DE TELECOMUNICACOES EM LABO"",""731330"""
"756,""ELETRICISTA DE MANUTENCAO DE LINHAS ELETRICAS, TEL"",""732105"""
"757,""EMENDADOR DE CABOS ELETRICOS E TELEFONICOS (AEREOS"",""732110"""
"758,""EXAMINADOR DE CABOS, LINHAS ELETRICAS E TELEFONICA"",""732115"""
"759,""INSTALADOR DE LINHAS ELETRICAS DE ALTA E BAIXA - T"",""732120"""
"760,""INSTALADOR ELETRICISTA (TRACAO DE VEICULOS)"",""732125"""
"761,""INSTALADOR-REPARADOR DE REDES TELEFONICAS E DE COM"",""732130"""
"762,""LIGADOR DE LINHAS TELEFONICAS"",""732135"""
"763,""SUPERVISOR DA MECANICA DE PRECISAO"",""740105"""
"764,""SUPERVISOR DE FABRICACAO DE INSTRUMENTOS MUSICAIS"",""740110"""
"765,""AJUSTADOR DE INSTRUMENTOS DE PRECISAO"",""741105"""
"766,""MONTADOR DE INSTRUMENTOS DE OPTICA"",""741110"""
"767,""MONTADOR DE INSTRUMENTOS DE PRECISAO"",""741115"""
"768,""RELOJOEIRO (FABRICACAO)"",""741120"""
"769,""RELOJOEIRO (REPARACAO)"",""741125"""
"770,""AFINADOR DE INSTRUMENTOS MUSICAIS"",""742105"""
"771,""CONFECCIONADOR DE ACORDEAO"",""742110"""
"772,""CONFECCIONADOR DE INSTRUMENTOS DE CORDA"",""742115"""
"773,""CONFECCIONADOR DE INSTRUMENTOS DE PERCUSSAO (PELE,"",""742120"""
"774,""CONFECCIONADOR DE INSTRUMENTOS DE SOPRO (MADEIRA)"",""742125"""
"775,""CONFECCIONADOR DE INSTRUMENTOS DE SOPRO (METAL)"",""742130"""
"776,""CONFECCIONADOR DE ORGAO"",""742135"""
"777,""CONFECCIONADOR DE PIANO"",""742140"""
"778,""SUPERVISOR DE JOALHERIA"",""750105"""
"779,""SUPERVISOR DA INDUSTRIA DE MINERAIS NAO METALICOS"",""750205"""
"780,""ENGASTADOR (JOIAS)"",""751005"""
"781,""JOALHEIRO"",""751010"""
"782,""JOALHEIRO (REPARACOES)"",""751015"""
"783,""LAPIDADOR (JOIAS)"",""751020"""
"784,""BATE-FOLHA A MAQUINA"",""751105"""
"785,""FUNDIDOR (JOALHERIA E OURIVESARIA)"",""751110"""
"786,""GRAVADOR (JOALHERIA E OURIVESARIA)"",""751115"""
"787,""LAMINADOR DE METAIS PRECIOSOS A MAO"",""751120"""
"788,""OURIVES"",""751125"""
"789,""TREFILADOR (JOALHERIA E OURIVESARIA)"",""751130"""
"790,""ARTESAO MODELADOR (VIDROS)"",""752105"""
"791,""MOLDADOR (VIDROS)"",""752110"""
"792,""SOPRADOR DE VIDRO"",""752115"""
"793,""TRANSFORMADOR DE TUBOS DE VIDRO"",""752120"""
"794,""APLICADOR SERIGRAFICO EM VIDROS"",""752205"""
"795,""CORTADOR DE VIDRO"",""752210"""
"796,""GRAVADOR DE VIDRO A AGUA-FORTE"",""752215"""
"797,""GRAVADOR DE VIDRO A ESMERIL"",""752220"""
"798,""GRAVADOR DE VIDRO A JATO DE AREIA"",""752225"""
"799,""LAPIDADOR DE VIDROS E CRISTAIS"",""752230"""
"800,""SURFASSAGISTA"",""752235"""
"801,""CERAMISTA"",""752305"""
"802,""CERAMISTA (TORNO DE PEDAL E MOTOR)"",""752310"""
"803,""CERAMISTA (TORNO SEMI-AUTOMATICO)"",""752315"""
"804,""CERAMISTA MODELADOR"",""752320"""
"805,""CERAMISTA MOLDADOR"",""752325"""
"806,""CERAMISTA PRENSADOR"",""752330"""
"807,""DECORADOR DE CERAMICA"",""752405"""
"808,""DECORADOR DE VIDRO"",""752410"""
"809,""DECORADOR DE VIDRO A PINCEL"",""752415"""
"810,""OPERADOR DE ESMALTADEIRA"",""752420"""
"811,""OPERADOR DE ESPELHAMENTO"",""752425"""
"812,""PINTOR DE CERAMICA, A PINCEL"",""752430"""
"813,""CONTRAMESTRE DE ACABAMENTO (INDUSTRIA TEXTIL)"",""760105"""
"814,""CONTRAMESTRE DE FIACAO (INDUSTRIA TEXTIL)"",""760110"""
"815,""CONTRAMESTRE DE MALHARIA (INDUSTRIA TEXTIL)"",""760115"""
"816,""CONTRAMESTRE DE TECELAGEM (INDUSTRIA TEXTIL)"",""760120"""
"817,""MESTRE (INDUSTRIA TEXTIL E DE CONFECCOES)"",""760125"""
"818,""SUPERVISOR DE CURTIMENTO"",""760205"""
"819,""ENCARREGADO DE CORTE NA CONFECCAO DO VESTUARIO"",""760305"""
"820,""ENCARREGADO DE COSTURA NA CONFECCAO DO VESTUARIO"",""760310"""
"821,""SUPERVISOR (INDUSTRIA DE CALCADOS E ARTEFATOS DE C"",""760405"""
"822,""SUPERVISOR DA CONFECCAO DE ARTEFATOS DE TECIDOS, C"",""760505"""
"823,""SUPERVISOR DAS ARTES GRAFICAS (INDUSTRIA EDITORIAL"",""760605"""
"824,""OPERADOR DE LACOS DE CABOS DE ACO"",""724605"""
"825,""CLASSIFICADOR DE FIBRAS TEXTEIS"",""761105"""
"826,""LAVADOR DE LA"",""761110"""
"827,""OPERADOR DE ABERTURA (FIACAO)"",""761205"""
"828,""OPERADOR DE BINADEIRA"",""761210"""
"829,""OPERADOR DE BOBINADEIRA"",""761215"""
"830,""OPERADOR DE CARDAS"",""761220"""
"831,""OPERADOR DE CONICALEIRA"",""761225"""
"832,""OPERADOR DE FILATORIO"",""761230"""
"833,""OPERADOR DE LAMINADEIRA E REUNIDEIRA"",""761235"""
"834,""OPERADOR DE MACAROQUEIRA"",""761240"""
"835,""OPERADOR DE OPEN-END"",""761245"""
"836,""OPERADOR DE PASSADOR (FIACAO)"",""761250"""
"837,""OPERADOR DE PENTEADEIRA"",""761255"""
"838,""OPERADOR DE RETORCEDEIRA"",""761260"""
"839,""TECELAO (REDES)"",""761303"""
"840,""TECELAO (RENDAS E BORDADOS)"",""761306"""
"841,""TECELAO (TEAR AUTOMATICO)"",""761309"""
"842,""TECELAO (TEAR JACQUARD)"",""761312"""
"843,""TECELAO (TEAR MECANICO DE MAQUINETA)"",""761315"""
"844,""TECELAO (TEAR MECANICO DE XADREZ)"",""761318"""
"845,""TECELAO (TEAR MECANICO LISO)"",""761321"""
"846,""TECELAO (TEAR MECANICO, EXCETO JACQUARD)"",""761324"""
"847,""TECELAO DE MALHAS, A MAQUINA"",""761327"""
"848,""TECELAO DE MALHAS (MAQUINA CIRCULAR)"",""761330"""
"849,""TECELAO DE MALHAS (MAQUINA RETILINEA)"",""761333"""
