"ID,""Descricao"",""ID_OCUPA_N"""
"850,""TECELAO DE MEIAS, A MAQUINA"",""761336"""
"851,""TECELAO DE MEIAS (MAQUINA CIRCULAR)"",""761339"""
"852,""TECELAO DE MEIAS (MAQUINA RETILINEA)"",""761342"""
"853,""TECELAO DE TAPETES, A MAQUINA"",""761345"""
"854,""OPERADOR DE ENGOMADEIRA DE URDUME"",""761348"""
"855,""OPERADOR DE ESPULADEIRA"",""761351"""
"856,""OPERADOR DE MAQUINA DE CORDOALHA"",""761354"""
"857,""OPERADOR DE URDIDEIRA"",""761357"""
"858,""PASSAMANEIRO A MAQUINA"",""761360"""
"859,""REMETEDOR DE FIOS"",""761363"""
"860,""PICOTADOR DE CARTOES JACQUARD"",""761366"""
"861,""ALVEJADOR (TECIDOS)"",""761405"""
"862,""ESTAMPADOR DE TECIDO"",""761410"""
"863,""OPERADOR DE CALANDRAS (TECIDOS)"",""761415"""
"864,""OPERADOR DE CHAMUSCADEIRA DE TECIDOS"",""761420"""
"865,""OPERADOR DE IMPERMEABILIZADOR DE TECIDOS"",""761425"""
"866,""OPERADOR DE MAQUINA DE LAVAR FIOS E TECIDOS"",""761430"""
"867,""OPERADOR DE RAMEUSE"",""761435"""
"868,""INSPETOR DE ESTAMPARIA (PRODUCAO TEXTIL)"",""761805"""
"869,""REVISOR DE FIOS (PRODUCAO TEXTIL)"",""761810"""
"870,""REVISOR DE TECIDOS ACABADOS"",""761815"""
"871,""REVISOR DE TECIDOS CRUS"",""761820"""
"872,""TRABALHADOR POLIVALENTE DO CURTIMENTO DE COUROS E"",""762005"""
"873,""CLASSIFICADOR DE PELES"",""762105"""
"874,""DESCARNADOR DE COUROS E PELES, A MAQUINA"",""762110"""
"875,""ESTIRADOR DE COUROS E PELES (PREPARACAO)"",""762115"""
"876,""FULONEIRO"",""762120"""
"877,""RACHADOR DE COUROS E PELES"",""762125"""
"878,""CURTIDOR (COUROS E PELES)"",""762205"""
"879,""CLASSIFICADOR DE COUROS"",""762210"""
"880,""ENXUGADOR DE COUROS"",""762215"""
"881,""REBAIXADOR DE COUROS"",""762220"""
"882,""ESTIRADOR DE COUROS E PELES (ACABAMENTO)"",""762305"""
"883,""FULONEIRO NO ACABAMENTO DE COUROS E PELES"",""762310"""
"884,""LIXADOR DE COUROS E PELES"",""762315"""
"885,""MATIZADOR DE COUROS E PELES"",""762320"""
"886,""OPERADOR DE MAQUINAS DO ACABAMENTO DE COUROS E PEL"",""762325"""
"887,""PRENSADOR DE COUROS E PELES"",""762330"""
"888,""PALECIONADOR DE COUROS E PELES"",""762335"""
"889,""PREPARADOR DE COUROS CURTIDOS"",""762340"""
"890,""VAQUEADOR DE COUROS E PELES"",""762345"""
"891,""ALFAIATE"",""763005"""
"892,""COSTUREIRA DE PECAS SOB ENCOMENDA"",""763010"""
"893,""COSTUREIRA DE REPARACAO DE ROUPAS"",""763015"""
"894,""COSTUREIRO DE ROUPA DE COURO E PELE"",""763020"""
"895,""AUXILIAR DE CORTE (PREPARACAO DA CONFECCAO DE ROUP"",""763105"""
"896,""CORTADOR DE ROUPAS"",""763110"""
"897,""ENFESTADOR DE ROUPAS"",""763115"""
"898,""RISCADOR DE ROUPAS"",""763120"""
"899,""COSTUREIRO DE ROUPAS DE COURO E PELE, A MAQUINA NA"",""763205"""
"900,""COSTUREIRO NA CONFECCAO EM SERIE"",""763210"""
"901,""COSTUREIRO, A MAQUINA NA CONFECCAO EM SERIE"",""763215"""
"902,""ARREMATADEIRA"",""763305"""
"903,""BORDADOR, A MAQUINA"",""763310"""
"904,""MARCADOR DE PECAS CONFECCIONADAS PARA BORDAR"",""763315"""
"905,""OPERADOR DE MAQUINA DE COSTURA DE ACABAMENTO"",""763320"""
"906,""PASSADEIRA DE PECAS CONFECCIONADAS"",""763325"""
"907,""TRABALHADOR POLIVALENTE DA CONFECCAO DE CALCADOS"",""764005"""
"908,""CORTADOR DE CALCADOS, A MAQUINA (EXCETO SOLAS E PA"",""764105"""
"909,""CORTADOR DE SOLAS E PALMILHAS, A MAQUINA"",""764110"""
"910,""PREPARADOR DE CALCADOS"",""764115"""
"911,""PREPARADOR DE SOLAS E PALMILHAS"",""764120"""
"912,""COSTURADOR DE CALCADOS, A MAQUINA"",""764205"""
"913,""MONTADOR DE CALCADOS"",""764210"""
"914,""ACABADOR DE CALCADOS"",""764305"""
"915,""CONFECCIONADOR DE ARTEFATOS DE COURO (EXCETO SAPAT"",""765005"""
"916,""CHAPELEIRO DE SENHORAS"",""765010"""
"917,""BONELEIRO"",""765015"""
"918,""CORTADOR DE ARTEFATOS DE COURO (EXCETO ROUPAS E CA"",""765105"""
"919,""CORTADOR DE TAPECARIA"",""765110"""
"920,""COLCHOEIRO (CONFECCAO DE COLCHOES)"",""765205"""
"921,""CONFECCIONADOR DE BRINQUEDOS DE PANO"",""765215"""
"922,""CONFECCIONADOR DE VELAS NAUTICAS, BARRACAS E TOLDO"",""765225"""
"923,""ESTOFADOR DE AVIOES"",""765230"""
"924,""ESTOFADOR DE MOVEIS"",""765235"""
"925,""COSTURADOR DE ARTEFATOS DE COURO, A MAQUINA (EXCET"",""765310"""
"926,""MONTADOR DE ARTEFATOS DE COURO (EXCETO ROUPAS E CA"",""765315"""
"927,""TRABALHADOR DO ACABAMENTO DE ARTEFATOS DE TECIDOS"",""765405"""
"928,""COPIADOR DE CHAPA"",""766105"""
"929,""GRAVADOR DE MATRIZ PARA FLEXOGRAFIA (CLICHERISTA)"",""766115"""
"930,""EDITOR DE TEXTO E IMAGEM"",""766120"""
"931,""MONTADOR DE FOTOLITO (ANALOGICO E DIGITAL)"",""766125"""
"932,""GRAVADOR DE MATRIZ PARA ROTOGRAVURA (ELETROMECANIC"",""766130"""
"933,""GRAVADOR DE MATRIZ CALCOGRAFICA"",""766135"""
"934,""GRAVADOR DE MATRIZ SERIGRAFICA"",""766140"""
"935,""OPERADOR DE SISTEMAS DE PROVA (ANALOGICO E DIGITAL"",""766145"""
"936,""OPERADOR DE PROCESSO DE TRATAMENTO DE IMAGEM"",""766150"""
"937,""PROGRAMADOR VISUAL GRAFICO"",""766155"""
"938,""IMPRESSOR (SERIGRAFIA)"",""766205"""
"939,""IMPRESSOR CALCOGRAFICO"",""766210"""
"940,""IMPRESSOR DE OFSETE (PLANO E ROTATIVO)"",""766215"""
"941,""IMPRESSOR DE ROTATIVA"",""766220"""
"942,""IMPRESSOR DE ROTOGRAVURA"",""766225"""
"943,""IMPRESSOR DIGITAL"",""766230"""
"944,""IMPRESSOR FLEXOGRAFICO"",""766235"""
"945,""IMPRESSOR LETTERSET"",""766240"""
"946,""IMPRESSOR TAMPOGRAFICO"",""766245"""
"947,""IMPRESSOR TIPOGRAFICO"",""766250"""
"948,""ACABADOR DE EMBALAGENS (FLEXIVEIS E CARTOTECNICAS)"",""766305"""
"949,""IMPRESSOR DE CORTE E VINCO"",""766310"""
"950,""OPERADOR DE ACABAMENTO (INDUSTRIA GRAFICA)"",""766315"""
"951,""OPERADOR DE GUILHOTINA (CORTE DE PAPEL)"",""766320"""
"952,""PREPARADOR DE MATRIZES DE CORTE E VINCO"",""766325"""
"953,""LABORATORISTA FOTOGRAFICO"",""766405"""
"954,""REVELADOR DE FILMES FOTOGRAFICOS, EM PRETO E BRANC"",""766410"""
"955,""REVELADOR DE FILMES FOTOGRAFICOS, EM CORES"",""766415"""
"956,""AUXILIAR DE RADIOLOGIA (REVELACAO FOTOGRAFICA)"",""766420"""
"957,""TECELAO (TEAR MANUAL)"",""768105"""
"958,""TECELAO DE TAPETES, A MAO"",""768110"""
"959,""TRICOTEIRO, A MAO"",""768115"""
"960,""REDEIRO"",""768120"""
"961,""OPERADOR POLIVALENTE DA INDUSTRIA TEXTIL"",""761005"""
"962,""CROCHETEIRO, A MAO"",""768130"""
"963,""BORDADOR, A MAO"",""768205"""
"964,""CERZIDOR"",""768210"""
"965,""ARTIFICE DO COURO"",""768305"""
"966,""CORTADOR DE CALCADOS, A MAO (EXCETO SOLAS)"",""768310"""
"967,""COSTURADOR DE ARTEFATOS DE COURO, A MAO (EXCETO RO"",""768315"""
"968,""SAPATEIRO (CALCADOS SOB MEDIDA)"",""768320"""
"969,""SELEIRO"",""768325"""
"970,""TIPOGRAFO"",""768605"""
"971,""LINOTIPISTA"",""768610"""
"972,""MONOTIPISTA"",""768615"""
"973,""PAGINADOR"",""768620"""
"974,""PINTOR DE LETREIROS"",""768625"""
"975,""SUPERVISOR DE MANUTENCAO DE MAQUINAS INDUSTRIAIS T"",""910125"""
"976,""SUPERVISOR DE MANUTENCAO DE MAQUINAS OPERATRIZES E"",""910130"""
"977,""SUPERVISOR DA MANUTENCAO E REPARACAO DE VEICULOS L"",""910205"""
"978,""SUPERVISOR DA MANUTENCAO E REPARACAO DE VEICULOS P"",""910210"""
"979,""SUPERVISOR DE REPAROS LINHAS FERREAS"",""910905"""
"980,""SUPERVISOR DE MANUTENCAO DE VIAS FERREAS"",""910910"""
"981,""MECANICO DE MANUTENCAO DE BOMBA INJETORA (EXCETO D"",""911105"""
"982,""MECANICO DE MANUTENCAO DE BOMBAS"",""911110"""
"983,""MECANICO DE MANUTENCAO DE COMPRESSORES DE AR"",""911115"""
"984,""MECANICO DE MANUTENCAO DE MOTORES DIESEL (EXCETO D"",""911120"""
"985,""MECANICO DE MANUTENCAO DE REDUTORES"",""911125"""
"986,""MECANICO DE MANUTENCAO DE TURBINAS (EXCETO DE AERO"",""911130"""
"987,""MECANICO DE MANUTENCAO DE TURBOCOMPRESSORES"",""911135"""
"988,""MECANICO DE MANUTENCAO E INSTALACAO DE APARELHOS D"",""911205"""
"989,""MECANICO DE MANUTENCAO DE MAQUINAS, EM GERAL"",""911305"""
"990,""MECANICO DE MANUTENCAO DE MAQUINAS GRAFICAS"",""911310"""
"991,""MECANICO DE MANUTENCAO DE MAQUINAS OPERATRIZES (LA"",""911315"""
"992,""MECANICO DE MANUTENCAO DE MAQUINAS TEXTEIS"",""911320"""
"993,""MECANICO DE MANUTENCAO DE MAQUINAS-FERRAMENTAS (US"",""911325"""
"994,""MECANICO DE MANUTENCAO DE APARELHOS DE LEVANTAMENT"",""913105"""
"995,""MECANICO DE MANUTENCAO DE EQUIPAMENTO DE MINERACAO"",""913110"""
"996,""MECANICO DE MANUTENCAO DE MAQUINAS AGRICOLAS"",""913115"""
"997,""MECANICO DE MANUTENCAO DE MAQUINAS DE CONSTRUCAO E"",""913120"""
"998,""MECANICO DE MANUTENCAO DE AERONAVES, EM GERAL"",""914105"""
"999,""MECANICO DE MANUTENCAO DE SISTEMA HIDRAULICO DE AE"",""914110"""
"1000,""MECANICO DE MANUTENCAO DE MOTORES E EQUIPAMENTOS N"",""914205"""
"1001,""MECANICO DE MANUTENCAO DE VEICULOS FERROVIARIOS"",""914305"""
"1002,""MECANICO DE MANUTENCAO DE AUTOMOVEIS, MOTOCICLETAS"",""914405"""
"1003,""MECANICO DE MANUTENCAO DE EMPILHADEIRAS E OUTROS V"",""914410"""
"1004,""MECANICO DE MANUTENCAO DE MOTOCICLETAS"",""914415"""
"1005,""MECANICO DE MANUTENCAO DE TRATORES"",""914420"""
"1006,""MECANICO DE VEICULOS AUTOMOTORES A DIESEL (EXCETO"",""914425"""
"1007,""TECNICO EM MANUTENCAO DE INSTRUMENTOS DE MEDICAO E"",""915105"""
"1008,""TECNICO EM MANUTENCAO DE HIDROMETROS"",""915110"""
"1009,""TECNICO EM MANUTENCAO DE BALANCAS"",""915115"""
"1010,""RESTAURADOR DE INSTRUMENTOS MUSICAIS (EXCETO CORDA"",""915205"""
"1011,""REPARADOR DE INSTRUMENTOS MUSICAIS"",""915210"""
"1012,""LUTHIER (RESTAURACAO DE CORDAS ARCADAS)"",""915215"""
"1013,""TECNICO EM MANUTENCAO DE EQUIPAMENTOS E INSTRUMENT"",""915305"""
"1014,""REPARADOR DE EQUIPAMENTOS FOTOGRAFICOS"",""915405"""
"1015,""LUBRIFICADOR INDUSTRIAL"",""919105"""
"1016,""LUBRIFICADOR DE VEICULOS AUTOMOTORES (EXCETO EMBAR"",""919110"""
"1017,""LUBRIFICADOR DE EMBARCACOES"",""919115"""
"1018,""MECANICO DE MANUTENCAO DE MAQUINAS CORTADORAS DE G"",""919205"""
"1019,""MECANICO DE MANUTENCAO DE APARELHOS ESPORTIVOS E D"",""919305"""
"1020,""MECANICO DE MANUTENCAO DE BICICLETAS E VEICULOS SI"",""919310"""
"1021,""MONTADOR DE BICICLETAS"",""919315"""
"1022,""SUPERVISOR DE MANUTENCAO ELETRICA DE ALTA TENSAO I"",""950105"""
"1023,""SUPERVISOR DE MANUTENCAO ELETROMECANICA INDUSTRIAL"",""950110"""
"1024,""ENCARREGADO DE MANUTENCAO ELETRICA DE VEICULOS"",""950205"""
"1025,""SUPERVISOR DE MANUTENCAO ELETROMECANICA"",""950305"""
"1026,""ELETRICISTA DE MANUTENCAO ELETROELETRONICA"",""951105"""
"1027,""INSTALADOR DE SISTEMAS ELETROELETRONICOS DE SEGURA"",""951305"""
"1028,""MANTENEDOR DE SISTEMAS ELETROELETRONICOS DE SEGURA"",""951310"""
"1029,""ELETRICISTA DE INSTALACOES (AERONAVES)"",""953105"""
"1030,""ELETRICISTA DE INSTALACOES (EMBARCACOES)"",""953110"""
"1031,""ELETRICISTA DE INSTALACOES (VEICULOS AUTOMOTORES E"",""953115"""
"1032,""ELETROMECANICO DE MANUTENCAO DE ELEVADORES"",""954105"""
"1033,""ELETROMECANICO DE MANUTENCAO DE ESCADAS ROLANTES"",""954110"""
"1034,""ELETROMECANICO DE MANUTENCAO DE PORTAS AUTOMATICAS"",""954115"""
"1035,""MECANICO DE MANUTENCAO DE INSTALACOES MECANICAS DE"",""954120"""
"1036,""OPERADOR ELETROMECANICO"",""954125"""
"1037,""REPARADOR DE APARELHOS ELETRODOMESTICOS (EXCETO IM"",""954205"""
"1038,""REPARADOR DE RADIO, TV E SOM"",""954210"""
"1039,""REPARADOR DE EQUIPAMENTOS DE ESCRITORIO"",""954305"""
"1040,""CONSERVADOR DE VIA PERMANENTE (TRILHOS)"",""991105"""
"1041,""INSPETOR DE VIA PERMANENTE (TRILHOS)"",""991110"""
"1042,""OPERADOR DE MAQUINAS ESPECIAIS EM CONSERVACAO DE V"",""991115"""
"1043,""SOLDADOR ALUMINOTERMICO EM CONSERVACAO DE TRILHOS"",""991120"""
"1044,""MANTENEDOR DE EQUIPAMENTOS DE PARQUES DE DIVERSOES"",""991205"""
"1045,""FUNILEIRO DE VEICULOS (REPARACAO)"",""991305"""
"1046,""MONTADOR DE VEICULOS (REPARACAO)"",""991310"""
"1047,""PINTOR DE VEICULOS (REPARACAO)"",""991315"""
"1048,""TRABALHADOR DA MANUTENCAO DE EDIFICACOES"",""991405"""
"1049,""CONSERVADOR DE FACHADAS"",""991410"""
"1050,""LIMPADOR DE FACHADAS"",""991415"""
"1051,""ALINHADOR DE PNEUS"",""992105"""
"1052,""BALANCEADOR"",""992110"""
"1053,""BORRACHEIRO"",""992115"""
"1054,""LAVADOR DE PECAS"",""992120"""
"1055,""ENCARREGADO GERAL DE OPERACOES DE CONSERVACAO DE V"",""992205"""
"1056,""ENCARREGADO DE EQUIPE DE CONSERVACAO DE VIAS PERMA"",""992210"""
"1057,""OPERADOR DE CEIFADEIRA NA CONSERVACAO DE VIAS PERM"",""992215"""
"1058,""PEDREIRO DE CONSERVACAO DE VIAS PERMANENTES (EXCET"",""992220"""
"1059,""AUXILIAR GERAL DE CONSERVACAO DE VIAS PERMANENTES"",""992225"""
"1060,""IGNORADA"",""998999"""
"1061,""ESTUDANTE"",""999991"""
"1062,""DONA DE CASA"",""999992"""
"1063,""APOSENTADO/PENSIONISTA"",""999993"""
"1064,""DESEMPREGADO CRONICO OU CUJA HABITACAO HABITUAL NA"",""999994"""
"1065,""SUPERVISOR DE MANUTENCAO DE MAQUINAS GRAFICAS"",""910120"""
"1066,""PRESIDENTE DA REPUBLICA"",""111205"""
"1067,""VICE-PRESIDENTE DA REPUBLICA"",""111210"""
"1068,""MINISTRO DE ESTADO"",""111215"""
"1069,""SECRETARIO - EXECUTIVO"",""111220"""
"1070,""MEMBRO SUPERIOR DO PODER EXECUTIVO"",""111225"""
"1071,""GOVERNADOR DE ESTADO"",""111230"""
"1072,""GOVERNADOR DO DISTRITO FEDERAL"",""111235"""
"1073,""VICE-GOVERNADOR DE ESTADO"",""111240"""
"1074,""VICE-GOVERNADOR DO DISTRITO FEDERAL"",""111245"""
"1075,""PREFEITO"",""111250"""
"1076,""VICE-PREFEITO"",""111255"""
"1077,""MINISTRO DO SUPREMO TRIBUNAL FEDERAL"",""111305"""
"1078,""MINISTRO DO SUPERIOR TRIBUNAL DE JUSTICA"",""111310"""
"1079,""MINISTRO DO SUPERIOR TRIBUNAL MILITAR"",""111315"""
"1080,""MINISTRO DO SUPERIOR TRIBUNAL DO TRABALHO"",""111320"""
"1081,""JUIZ DE DIREITO"",""111325"""
"1082,""JUIZ FEDERAL"",""111330"""
"1083,""JUIZ AUDITOR FEDERAL - JUSTICA MILITAR"",""111335"""
"1084,""JUIZ AUDITOR ESTADUAL - JUSTICA MILITAR"",""111340"""
"1085,""CONFECCIONADOR DE CARIMBOS DE BORRACHA"",""768630"""
"1086,""GRAVADOR, A MAO (ENCADERNACAO)"",""768705"""
"1087,""RESTAURADOR DE LIVROS"",""768710"""
"1088,""MESTRE (INDUSTRIA DE MADEIRA E MOBILIARIO)"",""770105"""
"1089,""MESTRE CARPINTEIRO"",""770110"""
"1090,""MARCENEIRO"",""771105"""
"1091,""MODELADOR DE MADEIRA"",""771110"""
"1092,""MAQUETISTA NA MARCENARIA"",""771115"""
"1093,""TANOEIRO"",""771120"""
"1094,""CLASSIFICADOR DE MADEIRA"",""772105"""
"1095,""IMPREGNADOR DE MADEIRA"",""772110"""
"1096,""SECADOR DE MADEIRA"",""772115"""
"1097,""CORTADOR DE LAMINADOS DE MADEIRA"",""773105"""
"1098,""OPERADOR DE SERRAS NO DESDOBRAMENTO DE MADEIRA"",""773110"""
"1099,""SERRADOR DE BORDAS NO DESDOBRAMENTO DE MADEIRA"",""773115"""
"1100,""SERRADOR DE MADEIRA"",""773120"""
"1101,""SERRADOR DE MADEIRA (SERRA CIRCULAR MULTIPLA)"",""773125"""
"1102,""SERRADOR DE MADEIRA (SERRA DE FITA MULTIPLA)"",""773130"""
"1103,""OPERADOR DE MAQUINA INTERCALADORA E PLACAS (COMPEN"",""773205"""
"1104,""PRENSISTA DE AGLOMERADOS"",""773210"""
"1105,""PRENSISTA DE COMPENSADOS"",""773215"""
"1106,""PREPARADOR DE AGLOMERANTES"",""773220"""
"1107,""OPERADOR DE DESEMPENADEIRA NA USINAGEM CONVENCIONA"",""773305"""
"1108,""OPERADOR DE ENTALHADEIRA (USINAGEM DE MADEIRA)"",""773310"""
"1109,""OPERADOR DE FRESADORA (USINAGEM DE MADEIRA)"",""773315"""
"1110,""OPERADOR DE LIXADEIRA (USINAGEM DE MADEIRA)"",""773320"""
"1111,""OPERADOR DE MAQUINA DE USINAGEM MADEIRA, EM GERAL"",""773325"""
"1112,""OPERADOR DE MOLDURADORA (USINAGEM DE MADEIRA)"",""773330"""
"1113,""OPERADOR DE PLAINA DESENGROSSADEIRA"",""773335"""
"1114,""OPERADOR DE SERRAS (USINAGEM DE MADEIRA)"",""773340"""
"1115,""OPERADOR DE TORNO AUTOMATICO (USINAGEM DE MADEIRA)"",""773345"""
"1116,""OPERADOR DE TUPIA (USINAGEM DE MADEIRA)"",""773350"""
"1117,""TORNEIRO NA USINAGEM CONVENCIONAL DE MADEIRA"",""773355"""
"1118,""OPERADOR DE MAQUINA BORDATRIZ"",""773405"""
"1119,""OPERADOR DE MAQUINA DE CORTINA D�AGUA (PRODUCAO DE"",""773410"""
"1120,""OPERADOR DE MAQUINA DE USINAGEM DE MADEIRA (PRODUC"",""773415"""
"1121,""OPERADOR DE PRENSA DE ALTA FREQUENCIA NA USINAGEM"",""773420"""
"1122,""OPERADOR DE CENTRO DE USINAGEM DE MADEIRA (CNC)"",""773505"""
"1123,""OPERADOR DE MAQUINAS DE USINAR MADEIRA (CNC)"",""773510"""
"1124,""MONTADOR DE MOVEIS E ARTEFATOS DE MADEIRA"",""774105"""
"1125,""ENTALHADOR DE MADEIRA"",""775105"""
"1126,""FOLHEADOR DE MOVEIS DE MADEIRA"",""775110"""
"1127,""LUSTRADOR DE PECAS DE MADEIRA"",""775115"""
"1128,""MARCHETEIRO"",""775120"""
"1129,""CESTEIRO"",""776405"""
"1130,""CONFECCIONADOR DE ESCOVAS, PINCEIS E PRODUTOS SIMI"",""776410"""
"1131,""CONFECCIONADOR DE ESCOVAS, PINCEIS E PRODUTOS SIMI"",""776415"""
"1132,""CONFECCIONADOR DE MOVEIS DE VIME, JUNCO E BAMBU"",""776420"""
"1133,""ESTEIREIRO"",""776425"""
"1134,""VASSOUREIRO"",""776430"""
"1135,""CARPINTEIRO NAVAL (CONSTRUCAO DE PEQUENAS EMBARCAC"",""777105"""
"1136,""CARPINTEIRO NAVAL (EMBARCACOES)"",""777110"""
"1137,""CARPINTEIRO NAVAL (ESTALEIROS)"",""777115"""
"1138,""CARPINTEIRO DE CARRETAS"",""777205"""
"1139,""CARPINTEIRO DE CARROCERIAS"",""777210"""
"1140,""SUPERVISOR DE EMBALAGEM E ETIQUETAGEM"",""780105"""
"1141,""CONDUTOR DE PROCESSOS ROBOTIZADOS DE PINTURA"",""781105"""
"1142,""CONDUTOR DE PROCESSOS ROBOTIZADOS DE SOLDAGEM"",""781110"""
"1143,""OPERADOR DE VEICULOS SUBAQUATICOS CONTROLADOS REMO"",""781305"""
"1144,""MERGULHADOR PROFISSIONAL (RASO E PROFUNDO)"",""781705"""
"1145,""OPERADOR DE DRAGA"",""782105"""
"1146,""OPERADOR DE GUINDASTE (FIXO)"",""782110"""
"1147,""OPERADOR DE GUINDASTE MOVEL"",""782115"""
"1148,""OPERADOR DE MAQUINA RODOFERROVIARIA"",""782120"""
"1149,""OPERADOR DE MONTA-CARGAS (CONSTRUCAO CIVIL)"",""782125"""
"1150,""OPERADOR DE PONTE ROLANTE"",""782130"""
"1151,""OPERADOR DE PORTICO ROLANTE"",""782135"""
"1152,""OPERADOR DE TALHA ELETRICA"",""782140"""
"1153,""SINALEIRO (PONTE-ROLANTE)"",""782145"""
"1154,""GUINCHEIRO (CONSTRUCAO CIVIL)"",""782205"""
"1155,""OPERADOR DE DOCAGEM"",""782210"""
"1156,""OPERADOR DE EMPILHADEIRA"",""782220"""
"1157,""MOTORISTA DE CARRO DE PASSEIO"",""782305"""
"1158,""MOTORISTA DE FURGAO OU VEICULO SIMILAR"",""782310"""
"1159,""MOTORISTA DE TAXI"",""782315"""
"1160,""MOTORISTA DE ONIBUS RODOVIARIO"",""782405"""
"1161,""MOTORISTA DE ONIBUS URBANO"",""782410"""
"1162,""MOTORISTA DE TROLEBUS"",""782415"""
"1163,""CAMINHONEIRO AUTONOMO (ROTAS REGIONAIS E INTERNACI"",""782505"""
"1164,""MOTORISTA DE CAMINHAO (ROTAS REGIONAIS E INTERNACI"",""782510"""
"1165,""MOTORISTA OPERACIONAL DE GUINCHO"",""782515"""
"1166,""OPERADOR DE TREM DE METRO"",""782605"""
"1167,""MAQUINISTA DE TREM"",""782610"""
"1168,""MAQUINISTA DE TREM METROPOLITANO"",""782615"""
"1169,""MOTORNEIRO"",""782620"""
"1170,""AUXILIAR DE MAQUINISTA DE TREM"",""782625"""
"1171,""OPERADOR DE TELEFERICO (PASSAGEIROS)"",""782630"""
"1172,""MARINHEIRO DE CONVES (MARITIMO E FLUVIARIO)"",""782705"""
"1173,""MARINHEIRO DE MAQUINAS"",""782710"""
"1174,""MOCO DE CONVES (MARITIMO E FLUVIARIO)"",""782715"""
"1175,""MOCO DE MAQUINAS (MARITIMO E FLUVIARIO)"",""782720"""
"1176,""CONDUTOR DE VEICULOS DE TRACAO ANIMAL (RUAS E ESTR"",""782805"""
"1177,""TROPEIRO"",""782810"""
"1178,""BOIADEIRO"",""782815"""
"1179,""CONDUTOR DE VEICULOS A PEDAIS"",""782820"""
"1180,""AGENTE DE PATIO"",""783105"""
"1181,""MANOBRADOR"",""783110"""
"1182,""CARREGADOR (AERONAVES)"",""783205"""
"1183,""CARREGADOR (ARMAZEM)"",""783210"""
"1184,""CARREGADOR (VEICULOS DE TRANSPORTES TERRESTRES)"",""783215"""
"1185,""ESTIVADOR"",""783220"""
"1186,""AJUDANTE DE MOTORISTA"",""783225"""
"1187,""EMBALADOR, A MAO"",""784105"""
"1188,""EMBALADOR, A MAQUINA"",""784110"""
"1189,""OPERADOR DE MAQUINA DE ETIQUETAR"",""784115"""
"1190,""OPERADOR DE MAQUINA DE ENVASAR LIQUIDOS"",""784120"""
"1191,""OPERADOR DE PRENSA DE ENFARDAMENTO"",""784125"""
"1192,""ALIMENTADOR DE LINHA DE PRODUCAO"",""784205"""
"1193,""MESTRE (INDUSTRIA PETROQUIMICA E CARBOQUIMICA)"",""810105"""
"1194,""MESTRE DE PRODUCAO QUIMICA"",""810110"""
"1195,""MESTRE (INDUSTRIA DE BORRACHA E PLASTICO)"",""810205"""
"1196,""MESTRE DE PRODUCAO FARMACEUTICA"",""810305"""
"1197,""OPERADOR DE PROCESSOS QUIMICOS E PETROQUIMICOS"",""811005"""
"1198,""OPERADOR DE SALA DE CONTROLE DE INSTALACOES QUIMIC"",""811010"""
"1199,""MOLEIRO (TRATAMENTOS QUIMICOS E AFINS)"",""811105"""
"1200,""OPERADOR DE MAQUINA MISTURADEIRA (TRATAMENTOS QUIM"",""811110"""
"1201,""OPERADOR DE BRITADEIRA (TRATAMENTOS QUIMICOS E AFI"",""811115"""
"1202,""OPERADOR DE CONCENTRACAO"",""811120"""
"1203,""TRABALHADOR DA FABRICACAO DE RESINAS E VERNIZES"",""811125"""
"1204,""CHAPELEIRO (CHAPEUS DE PALHA)"",""768125"""
"1205,""TRABALHADOR DE FABRICACAO DE TINTAS"",""811130"""
"1206,""OPERADOR DE TRATAMENTO QUIMICO DE MATERIAIS RADIOA"",""811215"""
"1207,""OPERADOR DE CENTRIFUGADORA (TRATAMENTOS QUIMICOS E"",""811305"""
"1208,""OPERADOR DE EXPLORACAO DE PETROLEO"",""811310"""
"1209,""OPERADOR DE FILTRO DE SECAGEM (MINERACAO)"",""811315"""
"1210,""OPERADOR DE FILTRO DE TAMBOR ROTATIVO (TRATAMENTOS"",""811320"""
"1211,""OPERADOR DE FILTRO-ESTEIRA (MINERACAO)"",""811325"""
"1212,""OPERADOR DE FILTRO-PRENSA (TRATAMENTOS QUIMICOS E"",""811330"""
"1213,""JUIZ DO TRABALHO"",""111345"""
"1214,""DIRIGENTE DO SERVICO PUBLICO FEDERAL"",""111405"""
"1215,""DIRIGENTE DO SERVICO PUBLICO ESTADUAL E DISTRITAL"",""111410"""
"1216,""DIRIGENTE DO SERVICO PUBLICO MUNICIPAL"",""111415"""
"1217,""CACIQUE"",""113005"""
"1218,""LIDER DE COMUNIDADE CAICARA"",""113010"""
"1219,""MEMBRO DE LIDERANCA QUILOMBOLA"",""113015"""
"1220,""DIRIGENTE DE PARTIDO POLITICO"",""114105"""
"1221,""DIRIGENTES DE ENTIDADES DE TRABALHADORES"",""114205"""
"1222,""DIRIGENTES DE ENTIDADES PATRONAIS"",""114210"""
"1223,""DIRIGENTE E ADMINISTRADOR DE ORGANIZACAO RELIGIOSA"",""114305"""
"1224,""DIRIGENTE E ADMINISTRADOR DE ORGANIZACAO DA SOCIED"",""114405"""
"1225,""DIRETOR DE PLANEJAMENTO ESTRATEGICO"",""121005"""
"1226,""DIRETOR GERAL DE EMPRESA E ORGANIZACOES (EXCETO DE"",""121010"""
